"species_code","common_name","scientific_name","xc_common_name","xc_scientific_name"
"rebgra1","Red-bellied Grackle","Hypopyrrhus pyrohypogaster","Red-bellied Grackle","Hypopyrrhus pyrohypogaster"
"vefgra1","Velvet-fronted Grackle","Lampropsar tanagrinus","Velvet-fronted Grackle","Lampropsar tanagrinus"
"oribla1","Oriole Blackbird","Gymnomystax mexicanus","Oriole Blackbird","Gymnomystax mexicanus"
"mougra1","Mountain Grackle","Macroagelaius subalaris","Colombian Mountain Grackle","Macroagelaius subalaris"
"gotgra1","Golden-tufted Grackle","Macroagelaius imthurni","Golden-tufted Mountain Grackle","Macroagelaius imthurni"
"ausbla1","Austral Blackbird","Curaeus curaeus","Austral Blackbird","Curaeus curaeus"
"schbla1","Scarlet-headed Blackbird","Amblyramphus holosericeus","Scarlet-headed Blackbird","Amblyramphus holosericeus"
"forbla1","Forbes's Blackbird","Anumara forbesi","Forbes's Blackbird","Anumara forbesi"
"chobla1","Chopi Blackbird","Gnorimopsar chopi","Chopi Blackbird","Gnorimopsar chopi"
"bolbla1","Bolivian Blackbird","Oreopsar bolivianus","Bolivian Blackbird","Oreopsar bolivianus"
"bawcow4","Grayish Baywing","Agelaioides badius","Greyish Baywing","Agelaioides badius"
"bawcow3","Pale Baywing","Agelaioides fringillarius","Pale Baywing","Agelaioides fringillarius"
"paebla2","Pale-eyed Blackbird","Agelasticus xanthophthalmus","Pale-eyed Blackbird","Agelasticus xanthophthalmus"
"unibla2","Unicolored Blackbird","Agelasticus cyanopus","Unicolored Blackbird","Agelasticus cyanopus"
"yewbla2","Yellow-winged Blackbird","Agelasticus thilius","Yellow-winged Blackbird","Agelasticus thilius"
"chcbla2","Chestnut-capped Blackbird","Chrysomus ruficapillus","Chestnut-capped Blackbird","Chrysomus ruficapillus"
"yehbla2","Yellow-hooded Blackbird","Chrysomus icterocephalus","Yellow-hooded Blackbird","Chrysomus icterocephalus"
"sacbla2","Saffron-cowled Blackbird","Xanthopsar flavus","Saffron-cowled Blackbird","Xanthopsar flavus"
"yermar1","Yellow-rumped Marshbird","Pseudoleistes guirahuro","Yellow-rumped Marshbird","Pseudoleistes guirahuro"
"baymar1","Brown-and-yellow Marshbird","Pseudoleistes virescens","Brown-and-yellow Marshbird","Pseudoleistes virescens"
"ovenbi1","Ovenbird","Seiurus aurocapilla","Ovenbird","Seiurus aurocapilla"
"woewar1","Worm-eating Warbler","Helmitheros vermivorum","Worm-eating Warbler","Helmitheros vermivorum"
"louwat","Louisiana Waterthrush","Parkesia motacilla","Louisiana Waterthrush","Parkesia motacilla"
"norwat","Northern Waterthrush","Parkesia noveboracensis","Northern Waterthrush","Parkesia noveboracensis"
"bacwar","Bachman's Warbler","Vermivora bachmanii",NA,NA
"gowwar","Golden-winged Warbler","Vermivora chrysoptera","Golden-winged Warbler","Vermivora chrysoptera"
"buwwar","Blue-winged Warbler","Vermivora cyanoptera","Blue-winged Warbler","Vermivora cyanoptera"
"bawwar","Black-and-white Warbler","Mniotilta varia","Black-and-white Warbler","Mniotilta varia"
"prowar","Prothonotary Warbler","Protonotaria citrea","Prothonotary Warbler","Protonotaria citrea"
"swawar","Swainson's Warbler","Limnothlypis swainsonii","Swainson's Warbler","Limnothlypis swainsonii"
"crcwar","Crescent-chested Warbler","Oreothlypis superciliosa","Crescent-chested Warbler","Oreothlypis superciliosa"
"fltwar1","Flame-throated Warbler","Oreothlypis gutturalis","Flame-throated Warbler","Oreothlypis gutturalis"
"tenwar","Tennessee Warbler","Leiothlypis peregrina","Tennessee Warbler","Leiothlypis peregrina"
"orcwar","Orange-crowned Warbler","Leiothlypis celata","Orange-crowned Warbler","Leiothlypis celata"
"colwar","Colima Warbler","Leiothlypis crissalis","Colima Warbler","Leiothlypis crissalis"
"lucwar","Lucy's Warbler","Leiothlypis luciae","Lucy's Warbler","Leiothlypis luciae"
"naswar","Nashville Warbler","Leiothlypis ruficapilla","Nashville Warbler","Leiothlypis ruficapilla"
"virwar","Virginia's Warbler","Leiothlypis virginiae","Virginia's Warbler","Leiothlypis virginiae"
"semwar1","Semper's Warbler","Leucopeza semperi",NA,NA
"conwar","Connecticut Warbler","Oporornis agilis","Connecticut Warbler","Oporornis agilis"
"gycyel","Gray-crowned Yellowthroat","Geothlypis poliocephala","Grey-crowned Yellowthroat","Geothlypis poliocephala"
"masyel1","Masked Yellowthroat","Geothlypis aequinoctialis","Masked Yellowthroat","Geothlypis aequinoctialis"
"macwar","MacGillivray's Warbler","Geothlypis tolmiei","MacGillivray's Warbler","Geothlypis tolmiei"
"mouwar","Mourning Warbler","Geothlypis philadelphia","Mourning Warbler","Geothlypis philadelphia"
"kenwar","Kentucky Warbler","Geothlypis formosa","Kentucky Warbler","Geothlypis formosa"
"olcyel1","Olive-crowned Yellowthroat","Geothlypis semiflava","Olive-crowned Yellowthroat","Geothlypis semiflava"
"blpyel1","Black-polled Yellowthroat","Geothlypis speciosa","Black-polled Yellowthroat","Geothlypis speciosa"
"belyel1","Belding's Yellowthroat","Geothlypis beldingi","Belding's Yellowthroat","Geothlypis beldingi"
"bahyel1","Bahama Yellowthroat","Geothlypis rostrata","Bahama Yellowthroat","Geothlypis rostrata"
"altyel1","Altamira Yellowthroat","Geothlypis flavovelata","Altamira Yellowthroat","Geothlypis flavovelata"
"comyel","Common Yellowthroat","Geothlypis trichas","Common Yellowthroat","Geothlypis trichas"
"hooyel1","Hooded Yellowthroat","Geothlypis nelsoni","Hooded Yellowthroat","Geothlypis nelsoni"
"whiwar1","Whistling Warbler","Catharopeza bishopi","Whistling Warbler","Catharopeza bishopi"
"pluwar1","Plumbeous Warbler","Setophaga plumbea","Plumbeous Warbler","Setophaga plumbea"
"elwwar1","Elfin-woods Warbler","Setophaga angelae","Elfin Woods Warbler","Setophaga angelae"
"arrwar1","Arrowhead Warbler","Setophaga pharetra","Arrowhead Warbler","Setophaga pharetra"
"hoowar","Hooded Warbler","Setophaga citrina","Hooded Warbler","Setophaga citrina"
"amered","American Redstart","Setophaga ruticilla","American Redstart","Setophaga ruticilla"
"kirwar","Kirtland's Warbler","Setophaga kirtlandii","Kirtland's Warbler","Setophaga kirtlandii"
"camwar","Cape May Warbler","Setophaga tigrina","Cape May Warbler","Setophaga tigrina"
"cerwar","Cerulean Warbler","Setophaga cerulea","Cerulean Warbler","Setophaga cerulea"
"norpar","Northern Parula","Setophaga americana","Northern Parula","Setophaga americana"
"tropar","Tropical Parula","Setophaga pitiayumi","Tropical Parula","Setophaga pitiayumi"
"magwar","Magnolia Warbler","Setophaga magnolia","Magnolia Warbler","Setophaga magnolia"
"babwar","Bay-breasted Warbler","Setophaga castanea","Bay-breasted Warbler","Setophaga castanea"
"bkbwar","Blackburnian Warbler","Setophaga fusca","Blackburnian Warbler","Setophaga fusca"
"yelwar","Yellow Warbler","Setophaga petechia","Mangrove Warbler","Setophaga petechia"
"chswar","Chestnut-sided Warbler","Setophaga pensylvanica","Chestnut-sided Warbler","Setophaga pensylvanica"
"bkpwar","Blackpoll Warbler","Setophaga striata","Blackpoll Warbler","Setophaga striata"
"btbwar","Black-throated Blue Warbler","Setophaga caerulescens","Black-throated Blue Warbler","Setophaga caerulescens"
"palwar","Palm Warbler","Setophaga palmarum","Palm Warbler","Setophaga palmarum"
"olcwar1","Olive-capped Warbler","Setophaga pityophila","Olive-capped Warbler","Setophaga pityophila"
"pinwar","Pine Warbler","Setophaga pinus","Pine Warbler","Setophaga pinus"
"yerwar","Yellow-rumped Warbler","Setophaga coronata","Myrtle Warbler","Setophaga coronata"
"yetwar","Yellow-throated Warbler","Setophaga dominica","Yellow-throated Warbler","Setophaga dominica"
"yetwar3","Bahama Warbler","Setophaga flavescens","Bahama Warbler","Setophaga flavescens"
"vitwar1","Vitelline Warbler","Setophaga vitellina","Vitelline Warbler","Setophaga vitellina"
"prawar","Prairie Warbler","Setophaga discolor","Prairie Warbler","Setophaga discolor"
"adewar1","Adelaide's Warbler","Setophaga adelaidae","Adelaide's Warbler","Setophaga adelaidae"
"barwar","Barbuda Warbler","Setophaga subita","Barbuda Warbler","Setophaga subita"
"stlwar","St. Lucia Warbler","Setophaga delicata","St. Lucia Warbler","Setophaga delicata"
"grawar","Grace's Warbler","Setophaga graciae","Grace's Warbler","Setophaga graciae"
"btywar","Black-throated Gray Warbler","Setophaga nigrescens","Black-throated Grey Warbler","Setophaga nigrescens"
"towwar","Townsend's Warbler","Setophaga townsendi","Townsend's Warbler","Setophaga townsendi"
"herwar","Hermit Warbler","Setophaga occidentalis","Hermit Warbler","Setophaga occidentalis"
"gchwar","Golden-cheeked Warbler","Setophaga chrysoparia","Golden-cheeked Warbler","Setophaga chrysoparia"
"btnwar","Black-throated Green Warbler","Setophaga virens","Black-throated Green Warbler","Setophaga virens"
"fatwar","Fan-tailed Warbler","Basileuterus lachrymosus","Fan-tailed Warbler","Basileuterus lachrymosus"
"rucwar","Rufous-capped Warbler","Basileuterus rufifrons","Rufous-capped Warbler","Basileuterus rufifrons"
"blcwar1","Black-cheeked Warbler","Basileuterus melanogenys","Black-cheeked Warbler","Basileuterus melanogenys"
"pirwar1","Pirre Warbler","Basileuterus ignotus","Pirre Warbler","Basileuterus ignotus"
"gobwar1","Golden-browed Warbler","Basileuterus belli","Golden-browed Warbler","Basileuterus belli"
"gcrwar","Golden-crowned Warbler","Basileuterus culicivorus","Golden-crowned Warbler","Basileuterus culicivorus"
"thswar5","Costa Rican Warbler","Basileuterus melanotis","Black-eared Warbler","Basileuterus melanotis"
"thswar9","Tacarcuna Warbler","Basileuterus tacarcunae","Tacarcuna Warbler","Basileuterus tacarcunae"
"thswar1","Three-striped Warbler","Basileuterus tristriatus","Three-striped Warbler","Basileuterus tristriatus"
"thbwar2","Three-banded Warbler","Basileuterus trifasciatus","Three-banded Warbler","Basileuterus trifasciatus"
"gyhwar1","Gray-headed Warbler","Basileuterus griseiceps",NA,NA
"samwar1","Santa Marta Warbler","Myiothlypis basilica","Santa Marta Warbler","Myiothlypis basilica"
"citwar1","Citrine Warbler","Myiothlypis luteoviridis","Citrine Warbler","Myiothlypis luteoviridis"
"whswar2","White-striped Warbler","Myiothlypis leucophrys","White-striped Warbler","Myiothlypis leucophrys"
"flawar1","Flavescent Warbler","Myiothlypis flaveola","Flavescent Warbler","Myiothlypis flaveola"
"whbwar2","White-browed Warbler","Myiothlypis leucoblephara","White-rimmed Warbler","Myiothlypis leucoblephara"
"palwar1","Pale-legged Warbler","Myiothlypis signata","Pale-legged Warbler","Myiothlypis signata"
"blcwar2","Black-crested Warbler","Myiothlypis nigrocristata","Black-crested Warbler","Myiothlypis nigrocristata"
"burwar1","Buff-rumped Warbler","Myiothlypis fulvicauda","Buff-rumped Warbler","Myiothlypis fulvicauda"
"rivwar1","Riverbank Warbler","Myiothlypis rivularis","Riverbank Warbler","Myiothlypis rivularis"
"twbwar1","Two-banded Warbler","Myiothlypis bivittata","Two-banded Warbler","Myiothlypis bivittata"
"gobwar2","Golden-bellied Warbler","Myiothlypis chrysogaster","Cuzco Warbler","Myiothlypis chrysogaster"
"gytwar1","Gray-throated Warbler","Myiothlypis cinereicollis","Grey-throated Warbler","Myiothlypis cinereicollis"
"whlwar1","White-lored Warbler","Myiothlypis conspicillata","White-lored Warbler","Myiothlypis conspicillata"
"gagwar2","Gray-and-gold Warbler","Myiothlypis fraseri","Grey-and-gold Warbler","Myiothlypis fraseri"
"rucwar1","Russet-crowned Warbler","Myiothlypis coronata","Russet-crowned Warbler","Myiothlypis coronata"
"canwar","Canada Warbler","Cardellina canadensis","Canada Warbler","Cardellina canadensis"
"wlswar","Wilson's Warbler","Cardellina pusilla","Wilson's Warbler","Cardellina pusilla"
"refwar","Red-faced Warbler","Cardellina rubrifrons","Red-faced Warbler","Cardellina rubrifrons"
"redwar1","Red Warbler","Cardellina rubra","Red Warbler","Cardellina rubra"
"pihwar1","Pink-headed Warbler","Cardellina versicolor","Pink-headed Warbler","Cardellina versicolor"
"paired","Painted Redstart","Myioborus pictus","Painted Whitestart","Myioborus pictus"
"sltred","Slate-throated Redstart","Myioborus miniatus","Slate-throated Whitestart","Myioborus miniatus"
"brcred1","Brown-capped Redstart","Myioborus brunniceps","Brown-capped Whitestart","Myioborus brunniceps"
"tepred1","Tepui Redstart","Myioborus castaneocapilla","Tepui Whitestart","Myioborus castaneocapilla"
"parred1","Paria Redstart","Myioborus pariae","Paria Whitestart","Myioborus pariae"
"sabred1","Saffron-breasted Redstart","Myioborus cardonai",NA,NA
"whfred1","White-faced Redstart","Myioborus albifacies",NA,NA
"colred1","Collared Redstart","Myioborus torquatus","Collared Whitestart","Myioborus torquatus"
"yecred1","Yellow-crowned Redstart","Myioborus flavivertex","Yellow-crowned Whitestart","Myioborus flavivertex"
"gofred1","Golden-fronted Redstart","Myioborus ornatus","Golden-fronted Whitestart","Myioborus ornatus"
"spered1","Spectacled Redstart","Myioborus melanocephalus","Spectacled Whitestart","Myioborus melanocephalus"
"whfred2","White-fronted Redstart","Myioborus albifrons","White-fronted Whitestart","Myioborus albifrons"
"duftan1","Dusky-faced Tanager","Mitrospingus cassinii","Dusky-faced Tanager","Mitrospingus cassinii"
"olbtan1","Olive-backed Tanager","Mitrospingus oleagineus","Olive-backed Tanager","Mitrospingus oleagineus"
"rbptan1","Red-billed Pied Tanager","Lamprospiza melanoleuca","Red-billed Pied Tanager","Lamprospiza melanoleuca"
"olgtan1","Olive-green Tanager","Orthogonys chloricterus","Olive-green Tanager","Orthogonys chloricterus"
"rottan1","Rose-throated Tanager","Piranga roseogularis","Rose-throated Tanager","Piranga roseogularis"
"heptan","Hepatic Tanager","Piranga flava","Hepatic Tanager","Piranga hepatica"
"sumtan","Summer Tanager","Piranga rubra","Summer Tanager","Piranga rubra"
"scatan","Scarlet Tanager","Piranga olivacea","Scarlet Tanager","Piranga olivacea"
"westan","Western Tanager","Piranga ludoviciana","Western Tanager","Piranga ludoviciana"
"flctan","Flame-colored Tanager","Piranga bidentata","Flame-colored Tanager","Piranga bidentata"
"whwtan1","White-winged Tanager","Piranga leucoptera","White-winged Tanager","Piranga leucoptera"
"rehtan1","Red-headed Tanager","Piranga erythrocephala","Red-headed Tanager","Piranga erythrocephala"
"rehtan2","Red-hooded Tanager","Piranga rubriceps","Red-hooded Tanager","Piranga rubriceps"
"rcatan1","Red-crowned Ant-Tanager","Habia rubica","Red-crowned Ant Tanager","Habia rubica"
"rtatan1","Red-throated Ant-Tanager","Habia fuscicauda","Red-throated Ant Tanager","Habia fuscicauda"
"soatan1","Sooty Ant-Tanager","Habia gutturalis","Sooty Ant Tanager","Habia gutturalis"
"bcatan1","Black-cheeked Ant-Tanager","Habia atrimaxillaris","Black-cheeked Ant Tanager","Habia atrimaxillaris"
"cratan1","Crested Ant-Tanager","Habia cristata","Crested Ant Tanager","Habia cristata"
"olitan1","Carmiol's Tanager","Chlorothraupis carmioli","Carmiol's Tanager","Chlorothraupis carmioli"
"lestan","Lemon-spectacled Tanager","Chlorothraupis olivacea","Lemon-spectacled Tanager","Chlorothraupis olivacea"
"ocbtan1","Ochre-breasted Tanager","Chlorothraupis stolzmanni","Ochre-breasted Tanager","Chlorothraupis stolzmanni"
"blfgro1","Black-faced Grosbeak","Caryothraustes poliogaster","Black-faced Grosbeak","Caryothraustes poliogaster"
"yeggro1","Yellow-green Grosbeak","Caryothraustes canadensis","Yellow-green Grosbeak","Caryothraustes canadensis"
"rabgro1","Red-and-black Grosbeak","Periporphyrus erythromelas","Red-and-black Grosbeak","Periporphyrus erythromelas"
"crcgro","Crimson-collared Grosbeak","Rhodothraupis celaeno","Crimson-collared Grosbeak","Rhodothraupis celaeno"
"vercar1","Vermilion Cardinal","Cardinalis phoeniceus","Vermilion Cardinal","Cardinalis phoeniceus"
"norcar","Northern Cardinal","Cardinalis cardinalis","Northern Cardinal","Cardinalis cardinalis"
"pyrrhu","Pyrrhuloxia","Cardinalis sinuatus","Pyrrhuloxia","Cardinalis sinuatus"
"yelgro","Yellow Grosbeak","Pheucticus chrysopeplus","Yellow Grosbeak","Pheucticus chrysopeplus"
"gobgro1","Golden Grosbeak","Pheucticus chrysogaster","Golden Grosbeak","Pheucticus chrysogaster"
"bltgro1","Black-thighed Grosbeak","Pheucticus tibialis","Black-thighed Grosbeak","Pheucticus tibialis"
"blbgro2","Black-backed Grosbeak","Pheucticus aureoventris","Black-backed Grosbeak","Pheucticus aureoventris"
"robgro","Rose-breasted Grosbeak","Pheucticus ludovicianus","Rose-breasted Grosbeak","Pheucticus ludovicianus"
"bkhgro","Black-headed Grosbeak","Pheucticus melanocephalus","Black-headed Grosbeak","Pheucticus melanocephalus"
"rebcha1","Red-breasted Chat","Granatellus venustus","Red-breasted Chat","Granatellus venustus"
"grtcha1","Gray-throated Chat","Granatellus sallaei","Grey-throated Chat","Granatellus sallaei"
"robcha1","Rose-breasted Chat","Granatellus pelzelni","Rose-breasted Chat","Granatellus pelzelni"
"blusee1","Blue Seedeater","Amaurospiza concolor","Cabanis's Seedeater","Amaurospiza concolor"
"carsee1","Carrizal Seedeater","Amaurospiza carrizalensis","Carrizal Seedeater","Amaurospiza carrizalensis"
"blbsee3","Blackish-blue Seedeater","Amaurospiza moesta","Blackish-blue Seedeater","Amaurospiza moesta"
"glbgro1","Glaucous-blue Grosbeak","Cyanoloxia glaucocaerulea","Glaucous-blue Grosbeak","Cyanoloxia glaucocaerulea"
"bubgro1","Blue-black Grosbeak","Cyanoloxia cyanoides","Blue-black Grosbeak","Cyanocompsa cyanoides"
"bubgro2","Amazonian Grosbeak","Cyanoloxia rothschildii",NA,NA
"ultgro1","Ultramarine Grosbeak","Cyanoloxia brissonii","Ultramarine Grosbeak","Cyanoloxia brissonii"
"blubun","Blue Bunting","Cyanocompsa parellina","Blue Bunting","Cyanocompsa parellina"
"blugrb1","Blue Grosbeak","Passerina caerulea","Blue Grosbeak","Passerina caerulea"
"lazbun","Lazuli Bunting","Passerina amoena","Lazuli Bunting","Passerina amoena"
"indbun","Indigo Bunting","Passerina cyanea","Indigo Bunting","Passerina cyanea"
"robbun1","Rose-bellied Bunting","Passerina rositae","Rose-bellied Bunting","Passerina rositae"
"orbbun1","Orange-breasted Bunting","Passerina leclancherii","Orange-breasted Bunting","Passerina leclancherii"
"varbun","Varied Bunting","Passerina versicolor","Varied Bunting","Passerina versicolor"
"paibun","Painted Bunting","Passerina ciris","Painted Bunting","Passerina ciris"
"dickci","Dickcissel","Spiza americana","Dickcissel","Spiza americana"
"brotan1","Brown Tanager","Orchesticus abeillei","Brown Tanager","Orchesticus abeillei"
"reccar","Red-crested Cardinal","Paroaria coronata","Red-crested Cardinal","Paroaria coronata"
"reccar2","Red-cowled Cardinal","Paroaria dominicana","Red-cowled Cardinal","Paroaria dominicana"
"reccar3","Masked Cardinal","Paroaria nigrogenis","Masked Cardinal","Paroaria nigrogenis"
"reccar4","Red-capped Cardinal","Paroaria gularis","Red-capped Cardinal","Paroaria gularis"
"crfcar1","Crimson-fronted Cardinal","Paroaria baeri","Crimson-fronted Cardinal","Paroaria baeri"
"yebcar","Yellow-billed Cardinal","Paroaria capitata","Yellow-billed Cardinal","Paroaria capitata"
